icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timeStamp
750465,AXM6424 ,Malaysia,1583040408.0,1583040408,103.3672,1.9133,4343.4,False,189.12,306.37,15.61,,4594.86,0376,False,0,20200301T1627
3188a5,,Italy,1583040406.0,1583040406,-118.4299,33.9461,,True,5.66,196.88,,,,,False,0,20200301T1627
400166,SHU1701 ,United Kingdom,1583040409.0,1583040409,132.8783,35.1998,11590.02,False,191.49,208.22,0.0,,11696.7,4445,False,0,20200301T1627
ab8cda,ASA1012 ,United States,1583040409.0,1583040409,-93.4038,44.963,1104.9,False,105.3,123.85,-1.3,,1013.46,,False,0,20200301T1627
750436,AXM6083 ,Malaysia,1583040409.0,1583040409,101.1266,4.2979,3017.52,False,179.12,149.83,5.2,,3192.78,0330,False,0,20200301T1627
7c52f9,QLK358D ,Australia,1583040409.0,1583040410,153.0937,-26.6506,3810.0,False,163.34,356.75,3.58,,4053.84,2401,False,0,20200301T1627
750450,AXM840  ,Malaysia,1583040409.0,1583040409,102.1992,4.6255,9296.4,False,243.01,4.37,6.83,,9944.1,2106,False,0,20200301T1627
4074fe,VIR128K ,United Kingdom,1583040410.0,1583040410,-2.2386,53.3713,464.82,False,61.86,231.41,-2.6,,243.84,5401,False,0,20200301T1627
ab2c72,SCX119  ,United States,1583040409.0,1583040409,-107.2944,39.569,11582.4,False,203.61,236.23,0.0,,11567.16,3651,False,0,20200301T1627
863c44,,Japan,1583040406.0,1583040406,135.3857,34.7393,1386.84,False,129.36,157.31,13.98,,1264.92,3372,False,0,20200301T1627
aca306,NKS126  ,United States,1583040401.0,1583040409,-70.9176,42.2993,472.44,False,62.21,315.34,-3.25,,457.2,5664,False,0,20200301T1627
750442,BOMBA08 ,Malaysia,1583040407.0,1583040409,101.7744,3.3474,762.0,False,43.68,57.99,2.28,,784.86,3400,False,0,20200301T1627
3c70c4,GEC8177 ,Germany,1583040210.0,1583040278,-73.5727,36.9365,10058.4,False,278.84,89.58,0.0,,9761.22,3665,False,0,20200301T1627
3c70c7,GEC8411 ,Germany,1583040409.0,1583040409,49.4057,59.4423,10363.2,False,224.49,256.89,0.0,,9685.02,3520,False,0,20200301T1627
750419,AXM713  ,Malaysia,1583040409.0,1583040409,102.5327,1.9288,8237.22,False,224.15,117.92,-0.33,,8801.1,2165,False,0,20200301T1627
750413,AXM171  ,Malaysia,1583040409.0,1583040410,119.9821,21.6725,8717.28,False,204.73,188.09,6.5,,9227.82,2651,False,0,20200301T1627
3c70aa,BCS974  ,Germany,1583040409.0,1583040409,-77.5724,44.8122,11582.4,False,242.31,232.77,0.0,,11201.4,2001,False,0,20200301T1627
0640f1,5NFGV   ,Nigeria,1583040339.0,1583040339,5.597,41.2399,12496.8,False,236.47,350.23,0.0,,12565.38,7304,False,0,20200301T1627
750429,RBA6813 ,Malaysia,1583040409.0,1583040409,115.8202,5.1928,4572.0,False,135.82,74.17,0.0,,4853.94,2015,False,0,20200301T1627
a1cb89,N2146A  ,United States,1583040410.0,1583040410,-121.4818,38.5267,236.22,False,38.1,235.45,-5.2,,205.74,1200,False,0,20200301T1627
ab2c8a,N819TX  ,United States,1583040408.0,1583040408,-98.3567,29.5922,548.64,False,45.0,280.54,-2.93,,556.26,0152,False,0,20200301T1627
780295,CDG8092 ,China,1583040409.0,1583040409,126.2049,37.4094,9753.6,False,188.81,269.38,0.0,,9745.98,3226,False,0,20200301T1627
ab2c8e,UAL2228 ,United States,1583040408.0,1583040409,-121.9302,37.4925,2034.54,False,107.06,271.93,-4.55,,2019.3,7022,False,0,20200301T1627
4074e3,BAW276  ,United Kingdom,1583040406.0,1583040409,54.6093,25.4338,11582.4,False,210.9,287.02,-0.33,,12169.14,4020,False,0,20200301T1627
39b44e,DJT101  ,France,1583040409.0,1583040409,-14.3569,50.886,11285.22,False,263.0,112.3,0.0,,10911.84,6344,False,0,20200301T1627
48ada5,LOT4MG  ,Poland,1583040409.0,1583040409,21.7189,51.5035,4168.14,False,167.72,322.6,-7.8,,4091.94,2376,False,0,20200301T1627
4cafcc,SAS6201 ,Ireland,1583040410.0,1583040410,11.7952,55.0552,6659.88,False,198.65,223.95,8.45,,6294.12,5661,False,0,20200301T1627
48ada1,LOT146  ,Poland,1583040291.0,1583040307,20.9749,52.157,198.12,False,74.32,332.37,-3.9,,152.4,5620,False,0,20200301T1627
c03a5a,WJA1699 ,Canada,1583040409.0,1583040409,-120.9103,43.4621,11582.4,False,225.8,348.43,0.0,,11315.7,,False,0,20200301T1627
ac9c9f,N911YY  ,United States,1583040408.0,1583040408,-87.6172,41.7724,441.96,False,57.51,338.48,1.3,,426.72,5144,False,0,20200301T1627
a26738,JSX398  ,United States,1583039452.0,1583040408,-115.9129,35.1797,4191.0,False,206.29,223.89,0.0,,,4725,False,0,20200301T1627
851cca,JAL3510 ,Japan,1583040408.0,1583040408,130.4944,33.8603,1691.64,False,122.77,231.98,-6.83,,1744.98,,False,0,20200301T1627
76cf26,SIA856  ,Singapore,1583040410.0,1583040410,113.9348,22.3228,38.1,False,74.02,250.94,-4.23,,53.34,0151,False,0,20200301T1627
a91b44,UAL956  ,United States,1583040409.0,1583040409,3.3147,46.1444,9928.86,False,256.08,115.84,-6.5,,9730.74,2255,False,0,20200301T1627
71c019,JJA4408 ,Republic of Korea,1583040409.0,1583040409,121.0054,15.5859,10363.2,False,227.17,350.09,0.0,,11087.1,2744,False,0,20200301T1627
4ba9e6,THY82M  ,Turkey,1583040409.0,1583040409,-53.7311,45.8318,10668.0,False,293.97,74.26,0.0,,10386.06,,False,0,20200301T1627
4ba9e5,THY5WH  ,Turkey,1583040410.0,1583040410,28.3681,41.6342,4693.92,False,178.82,307.17,13.98,,4739.64,3204,False,0,20200301T1627
040046,ETH684  ,Ethiopia,1583040100.0,1583040100,109.1847,28.3708,11910.06,False,303.47,62.87,0.0,,12283.44,0333,False,0,20200301T1627
a4dd02,QXE2264 ,United States,1583040332.0,1583040334,-120.644,40.9993,7612.38,False,180.86,334.38,0.65,,7475.22,3242,False,0,20200301T1627
04004b,ETH507  ,Ethiopia,1583040409.0,1583040409,-40.1285,-22.2921,11269.98,False,278.8,81.51,0.0,,11955.78,6537,False,0,20200301T1627
781617,CES2735 ,China,,1583040409,,,,False,210.9,237.05,9.43,,,,False,0,20200301T1627
4ba9f9,THY6321 ,Turkey,1583040409.0,1583040409,26.4475,40.8947,9189.72,False,224.51,265.4,4.23,,9258.3,2322,False,0,20200301T1627
adb0b4, N981UY ,United States,1583040367.0,1583040408,-112.0015,33.4369,,True,0.0,270.0,,,,3237,False,0,20200301T1627
44d1c2,JAF5KW  ,Belgium,1583040410.0,1583040410,5.7082,53.2846,11277.6,False,252.81,31.94,0.0,,10767.06,7102,False,0,20200301T1627
4bcc66,THY3EV  ,Turkey,1583040410.0,1583040410,34.6608,39.6441,10439.4,False,245.92,114.21,3.9,,10363.2,5137,False,0,20200301T1627
89914d,MDA346  ,Taiwan,1583040409.0,1583040409,120.3468,22.5772,,True,22.64,272.81,,,,2016,False,0,20200301T1627
a8aba8,NKS1345 ,United States,1583040409.0,1583040409,-109.576,34.9277,10972.8,False,194.69,226.61,0.0,,11109.96,5216,False,0,20200301T1627
89914a,MDA1264 ,Taiwan,1583040409.0,1583040409,119.2188,23.8786,4572.0,False,136.43,126.57,0.0,,4739.64,2170,False,0,20200301T1627
c004e9,WJA676  ,Canada,1583040339.0,1583040339,-79.6227,43.681,,True,6.17,317.81,,,,1746,False,0,20200301T1627
a9deb2,BSK302  ,United States,1583040409.0,1583040409,-93.1887,33.0426,11887.2,False,253.64,46.56,0.0,,12100.56,2556,False,0,20200301T1627
780f42,CES267  ,China,1583040409.0,1583040409,123.8957,36.9751,6888.48,False,234.11,73.8,0.33,,6896.1,4755,False,0,20200301T1627
ace063,JBU90   ,United States,1583040409.0,1583040409,-114.5439,32.7703,8953.5,False,304.71,88.16,3.58,,9105.9,7336,False,0,20200301T1627
78162c,CHB6302 ,China,1583040408.0,1583040408,114.8494,24.3671,10393.68,False,176.71,275.35,0.0,,10888.98,0167,False,0,20200301T1627
780f52,CHB6410 ,China,1583040340.0,1583040340,106.6856,29.8346,998.22,False,74.21,196.93,-4.23,,1059.18,3154,False,0,20200301T1627
040031,ETH500  ,Ethiopia,1583040409.0,1583040409,-7.332,53.6913,5951.22,False,209.88,295.25,11.38,,5501.64,5442,False,0,20200301T1627
780f58,CXA8408 ,China,1583040201.0,1583040229,107.0601,29.5397,4305.3,False,182.76,73.15,15.93,,4000.5,5350,False,0,20200301T1627
c04d98,JZA7133 ,Canada,1583040373.0,1583040381,-115.4187,50.7787,11582.4,False,225.81,260.56,0.33,,11163.3,3460,False,0,20200301T1627
780f62,CCA160  ,China,1583040409.0,1583040409,124.3986,37.3698,11003.28,False,185.98,245.14,0.65,,10972.8,3756,False,0,20200301T1627
899143,UIA8680 ,Taiwan,1583040409.0,1583040409,119.7322,23.5329,1798.32,False,101.94,154.6,3.58,,1874.52,,False,0,20200301T1627
a6e89f,AAL436  ,United States,1583040199.0,1583040199,-122.2993,47.4468,,True,0.0,188.44,,,,7153,False,0,20200301T1627
0d0775,AIJ840  ,Mexico,1583040408.0,1583040409,-94.8444,35.1968,10668.0,False,231.45,29.13,-0.33,,10767.06,3425,False,0,20200301T1627
89913c,UIA8985 ,Taiwan,1583040409.0,1583040409,119.0647,23.9218,3360.42,False,122.2,297.86,0.0,,3482.34,1050,False,0,20200301T1627
ab7ba5,ASA643  ,United States,1583040166.0,1583040170,-122.3176,47.4462,38.1,True,15.95,163.12,,,,3323,False,0,20200301T1627
49d2b7,TSC2859 ,Czech Republic,1583040410.0,1583040410,-79.9535,36.532,10675.62,False,211.16,20.69,0.0,,10553.7,0723,False,0,20200301T1627
89913d,UIA8812 ,Taiwan,1583040409.0,1583040409,120.4877,24.3237,4869.18,False,145.94,59.73,-0.33,,5052.06,2060,False,0,20200301T1627
a12d67,SKW3320 ,United States,1583040409.0,1583040409,-118.6592,33.553,3322.32,False,170.21,100.8,-6.18,,3375.66,6343,False,0,20200301T1627
407798,BAW106  ,United Kingdom,1583040409.0,1583040409,4.0661,49.0846,12192.0,False,238.38,310.19,0.0,,11925.3,2763,False,0,20200301T1627
a5fd2d,SWA3524 ,United States,1583040402.0,1583040404,-109.5431,36.719,11582.4,False,202.65,247.15,0.0,,11658.6,7057,False,0,20200301T1627
c81881,ANZ6230 ,New Zealand,1583040409.0,1583040409,174.3822,-39.7475,12496.8,False,235.11,19.43,0.65,,13083.54,5001,False,0,20200301T1627
c81883,ANZ175  ,New Zealand,1583040404.0,1583040404,115.9714,-31.9304,,True,7.2,194.06,,,,0276,False,0,20200301T1627
c017d7,ASP822  ,Canada,1583040364.0,1583040364,-114.0071,51.1001,,True,0.0,92.81,,,,7070,False,0,20200301T1627
7c4e6b,RXA982  ,Australia,1583040409.0,1583040409,151.4648,-32.9838,5494.02,False,120.9,14.04,-0.65,,5737.86,1403,False,0,20200301T1627
780de8,CDG4730 ,China,1583040409.0,1583040409,114.0938,22.7327,3589.02,False,182.8,32.71,0.0,,3733.8,2430,False,0,20200301T1627
a3b11e,AAL348  ,United States,1583040409.0,1583040409,-112.2651,34.6339,10972.8,False,170.5,260.62,0.0,,11109.96,0541,False,0,20200301T1627
c8186e,ANZ45   ,New Zealand,1583040409.0,1583040409,175.5307,-36.3747,6370.32,False,201.06,232.49,-9.1,,6758.94,4446,False,0,20200301T1627
a4943f,UAL766  ,United States,1583040409.0,1583040409,-122.7288,44.3975,7048.5,False,186.67,3.95,-10.4,,6797.04,,False,0,20200301T1627
a684b5,AAL2857 ,United States,1583040409.0,1583040409,-81.3258,35.7212,4739.64,False,219.6,149.29,-8.13,,4709.16,1327,False,0,20200301T1627
484b92,KLM1328 ,Kingdom of the Netherlands,1583040409.0,1583040409,7.5919,54.8708,11879.58,False,208.96,207.89,-4.88,,11369.04,5663,False,0,20200301T1627
86803a,SKY013  ,Japan,1583040402.0,1583040409,130.3908,33.6732,502.92,False,79.06,149.93,-4.23,,548.64,2155,False,0,20200301T1627
8990b4,EVA802  ,Taiwan,1583040408.0,1583040408,115.6837,21.8046,10058.4,False,282.3,83.3,0.0,,10629.9,5302,False,0,20200301T1627
86803e,SKY594  ,Japan,1583040372.0,1583040399,134.8123,34.4977,1120.14,False,123.85,48.03,-5.85,,1295.4,2204,False,0,20200301T1627
71c069,TWB718  ,Republic of Korea,1583040409.0,1583040409,127.0278,37.3736,1493.52,False,96.97,308.75,-4.55,,1516.38,5156,False,0,20200301T1627
a684c4,VOI625  ,United States,1583038731.0,1583040263,-111.3915,29.5479,10050.78,False,258.99,137.98,0.33,,10431.78,4726,False,0,20200301T1627
a98408,FFT1419 ,United States,1583040258.0,1583040272,-107.5322,39.1255,10370.82,False,206.61,251.11,0.0,,10340.34,3167,False,0,20200301T1627
881051,NOK8716 ,Thailand,1583040368.0,1583040409,100.1545,16.086,10363.2,False,234.97,356.74,0.0,,11003.28,4403,False,0,20200301T1627
a66ac3,TVOI493 ,United States,,1583040408,,,10965.18,False,181.21,305.99,0.0,,,0015,False,0,20200301T1627
894f5b,SAFETY27,Bahrain,1583040333.0,1583040333,50.6539,26.2584,,True,16.46,213.75,,,,,False,0,20200301T1627
7503e4,AXM479  ,Malaysia,1583040403.0,1583040403,102.6716,2.1483,6637.02,False,199.95,295.77,-8.78,,5166.36,7173,False,0,20200301T1627
7503e0,XAX678  ,Malaysia,1583040409.0,1583040410,103.2771,1.377,4602.48,False,168.08,146.36,-6.18,,4907.28,2142,False,0,20200301T1627
780dff,B7306   ,China,1583040252.0,1583040311,113.9352,22.5564,,True,38.88,205.89,0.0,,,4271,False,0,20200301T1627
7801c2,HDA296  ,China,1583040393.0,1583040398,114.1394,22.1331,3101.34,False,206.83,50.45,-14.31,,3276.6,1746,False,0,20200301T1627
7c4218,NCA     ,Australia,1583040406.0,1583040409,144.2707,-36.8795,4373.88,False,97.07,57.99,5.2,,4526.28,4214,False,0,20200301T1627
48ae86,LOT152  ,Poland,1583040324.0,1583040404,24.8378,39.9367,12192.0,False,212.43,343.54,0.0,,12260.58,7270,False,0,20200301T1627
508278,AUI778  ,Ukraine,1583040409.0,1583040409,32.295,41.4905,11582.4,False,204.41,348.97,-0.33,,11529.06,5646,False,0,20200301T1627
ac1988,UAL1885 ,United States,1583040409.0,1583040409,-76.8875,38.681,11879.58,False,245.19,44.49,1.3,,11643.36,5166,False,0,20200301T1627
48ae83,LOT159  ,Poland,1583040404.0,1583040404,22.9891,46.0766,11277.6,False,240.33,147.5,0.0,,11170.92,6001,False,0,20200301T1627
894f79,BAS 02  ,Bahrain,1583040243.0,1583040243,50.6356,26.2677,,True,6.94,300.94,,,,,False,0,20200301T1627
71c097,ESR214  ,Republic of Korea,1583040366.0,1583040375,127.3411,37.2225,2667.0,False,112.83,282.64,-2.6,,3710.94,5114,False,0,20200301T1627
c06751,WSW753  ,Canada,1583040409.0,1583040409,-115.1348,36.0847,,True,4.12,95.62,,,,7324,False,0,20200301T1627
aa6ed1,AAL667  ,United States,1583040409.0,1583040410,-89.3958,42.7126,4823.46,False,194.26,74.01,-9.1,,4777.74,4367,False,0,20200301T1627
3964f0,TVF4990 ,France,1583040410.0,1583040410,5.4264,44.8503,8168.64,False,229.01,150.38,7.15,,8100.06,5671,False,0,20200301T1627
0d072f,AIJ411  ,Mexico,1583040409.0,1583040409,-112.7212,29.3641,11269.98,False,268.4,130.96,0.0,,11666.22,1442,False,0,20200301T1627
3951c2,AFR6726 ,France,1583040409.0,1583040409,0.2724,51.5855,9144.0,False,241.39,322.45,-0.33,,8663.94,7567,False,0,20200301T1627
3951c1,AFR6737 ,France,1583040409.0,1583040410,-87.853,42.1298,2964.18,False,152.62,49.92,14.63,,2910.84,6225,False,0,20200301T1627
3c7064,GEC8296 ,Germany,1583040339.0,1583040339,7.5618,41.0399,10050.78,False,227.17,189.12,0.33,,10165.08,0137,False,0,20200301T1627
40641d,VIR300K ,United Kingdom,1583040409.0,1583040409,76.5921,28.6156,2316.48,False,111.18,75.26,-1.95,,2369.82,5243,False,0,20200301T1627
3964f7,TVF60CB ,France,1583040408.0,1583040408,2.3625,48.726,,True,0.0,345.94,,,,7605,False,0,20200301T1627
3c7062,GEC8255 ,Germany,1583040409.0,1583040409,4.3163,38.5592,10363.2,False,261.41,33.03,0.33,,10546.08,4436,False,0,20200301T1627
508268,AUI042  ,Ukraine,1583040409.0,1583040409,27.6207,49.5602,9448.8,False,213.6,36.68,0.0,,9349.74,6450,False,0,20200301T1627
508267,AUI046  ,Ukraine,1583040336.0,1583040338,31.3451,48.8154,10012.68,False,211.44,0.28,-2.6,,9913.62,6445,False,0,20200301T1627
7503df,MXD302  ,Malaysia,1583040409.0,1583040409,104.0723,0.3897,11887.2,False,224.55,130.07,0.33,,12672.06,2125,False,0,20200301T1627
894f50,RESCUE12,Bahrain,1583040268.0,1583040268,50.6336,26.2732,,True,4.12,115.31,,,,,False,0,20200301T1627
7801cb,CPA174  ,China,1583040358.0,1583040358,135.2837,-27.1893,11582.4,False,219.54,338.85,0.0,,12237.72,1611,False,0,20200301T1627
73268b,,Islamic Republic of Iran,1583040315.0,1583040365,54.57,26.5336,2133.6,False,137.88,89.36,-0.65,,2186.94,4150,False,0,20200301T1627
3c3ffb,FMC     ,Germany,1583040382.0,1583040382,13.517,52.3855,,True,2.57,241.88,,,,,False,0,20200301T1627
a75710,JIA5655 ,United States,1583040409.0,1583040409,-72.3156,42.4868,3726.18,False,169.13,69.53,-6.5,,3451.86,2023,False,0,20200301T1627
71c039,AAR114  ,Republic of Korea,1583040409.0,1583040409,126.8013,37.4255,5212.08,False,204.89,123.53,8.13,,5173.98,4323,False,0,20200301T1627
485252,JB      ,Kingdom of the Netherlands,1583040401.0,1583040401,4.7446,52.3236,,True,5.66,160.31,,,,,False,0,20200301T1627
894f58,AIR 23  ,Bahrain,1583040410.0,1583040410,50.6506,26.2588,,True,24.69,303.75,,,,,False,0,20200301T1627
7503ab,MAS2574 ,Malaysia,1583040407.0,1583040407,113.568,4.2991,2766.06,False,152.32,115.61,-7.48,,2941.32,2154,False,0,20200301T1627
894f56,AIR 21  ,Bahrain,1583040233.0,1583040233,50.6352,26.2679,,True,8.23,303.75,,,,,False,0,20200301T1627
a1f90e,,United States,,1583040385,,,6713.22,False,181.17,276.36,-5.53,,6827.52,,False,0,20200301T1627
a2a48f,N27EH   ,United States,1583040407.0,1583040407,-86.8103,30.4347,304.8,False,60.67,292.43,-0.33,,381.0,5546,False,0,20200301T1627
ad99fc,AAL1890 ,United States,1583040409.0,1583040410,-82.9821,40.0929,11277.6,False,252.39,65.94,0.0,,11102.34,1747,False,0,20200301T1627
7503d9,MXD521  ,Malaysia,1583040398.0,1583040410,100.6499,11.989,11597.64,False,233.12,181.52,4.88,,12313.92,0744,False,0,20200301T1627
86ef63,ANA625  ,Japan,1583040409.0,1583040410,139.1736,35.02,9319.26,False,203.6,258.63,12.03,,9403.08,2466,False,0,20200301T1627
71c026,KAL660  ,Republic of Korea,1583040408.0,1583040409,119.2752,21.5893,11277.6,False,285.03,77.07,0.0,,11955.78,6111,False,0,20200301T1627
a3d767,ATN3875 ,United States,1583040410.0,1583040410,-73.9401,42.5094,5791.2,False,221.23,119.84,0.33,,5448.3,6647,False,0,20200301T1627
ac4cfc,N892CH  ,United States,1583040410.0,1583040410,-4.1882,49.5671,12496.8,False,264.8,113.23,0.33,,12245.34,5212,False,0,20200301T1627
40779a,BAW5CA  ,United Kingdom,1583040410.0,1583040410,-2.0701,52.8062,9189.72,False,234.05,147.57,-8.45,,8656.32,5404,False,0,20200301T1627
48520d,TRA545  ,Kingdom of the Netherlands,1583040409.0,1583040409,6.0235,53.7257,10622.28,False,253.43,20.31,4.23,,10126.98,3137,False,0,20200301T1627
8464d2,ANA991  ,Japan,1583040248.0,1583040269,135.2466,34.4345,-22.86,True,2.06,323.44,,,,2312,False,0,20200301T1627
424298,AFL1436 ,United Kingdom,1583040409.0,1583040409,41.1132,55.7135,10668.0,False,245.78,85.08,0.0,,10180.32,1513,False,0,20200301T1627
a2c9bb,UPS985  ,United States,1583040409.0,1583040409,-121.2079,47.4218,7078.98,False,239.81,91.48,11.05,,6797.04,3577,False,0,20200301T1627
a33952,SHR215  ,United States,1583040409.0,1583040409,51.3948,25.1119,441.96,False,63.49,274.65,0.98,,434.34,2336,False,0,20200301T1627
7c4e00,POY     ,Australia,1583040409.0,1583040409,146.6895,-38.5542,2042.16,False,72.01,285.33,0.0,,2057.4,1200,False,0,20200301T1627
a18328,HBAL100 ,United States,1583040408.0,1583040409,-78.6001,-4.5722,18958.56,False,8.98,293.63,-0.65,,19110.96,4453,False,0,20200301T1627
43be93,SVR887  ,United Kingdom,1583040410.0,1583040410,37.0689,56.4241,11285.22,False,254.78,155.04,0.0,,10843.26,0744,False,0,20200301T1627
06a2e2,QTR8184 ,Qatar,1583040410.0,1583040410,-77.822,42.172,10058.4,False,269.31,92.52,0.0,,9677.4,6262,False,0,20200301T1627
485e2d,KLM569  ,Kingdom of the Netherlands,1583040410.0,1583040410,4.7256,52.5079,792.48,False,89.15,183.31,-6.5,,609.6,1000,False,0,20200301T1627
845dee,ANA536  ,Japan,1583040399.0,1583040399,135.8557,34.9017,8839.2,False,261.52,94.17,0.0,,8999.22,3347,False,0,20200301T1627
a84a55,QXE2893 ,United States,1583040241.0,1583040245,-115.1398,36.0847,,True,0.45,90.0,,,,7356,False,0,20200301T1627
06a2df,QTR8171 ,Qatar,1583040409.0,1583040409,-84.2584,38.9048,10363.2,False,250.74,212.52,0.0,,10271.76,6112,False,0,20200301T1627
8464f4,ANA609  ,Japan,1583040340.0,1583040372,135.7551,33.8044,10988.04,False,194.66,226.18,0.33,,11193.78,2403,False,0,20200301T1627
a8a110,UAL974  ,United States,1583040409.0,1583040410,4.622,45.7085,7467.6,False,227.19,109.99,-9.75,,7360.92,1162,False,0,20200301T1627
48ae06,LOT7EL  ,Poland,1583040409.0,1583040409,-54.2257,44.6797,11887.2,False,303.61,82.41,0.0,,11711.94,,False,0,20200301T1627
42429c,AUL519  ,United Kingdom,1583040410.0,1583040410,32.8601,67.3543,10797.54,False,228.6,163.93,5.85,,9936.48,3102,False,0,20200301T1627
48ae05,LOT34   ,Poland,1583040409.0,1583040409,13.0953,48.8016,12489.18,False,271.89,114.48,-0.33,,12336.78,2246,False,0,20200301T1627
49d403,TVP7101 ,Czech Republic,1583040409.0,1583040409,21.3049,51.8031,2087.88,False,142.49,328.43,-6.5,,2004.06,5641,False,0,20200301T1627
a92dfc,UAL40   ,United States,1583040409.0,1583040409,1.2028,46.6158,11277.6,False,262.68,126.4,0.0,,11041.38,2257,False,0,20200301T1627
780eb5,UEA2292 ,China,1583040409.0,1583040409,113.8519,23.4783,10393.68,False,203.88,202.55,0.0,,10927.08,5123,False,0,20200301T1627
780eaa,CXA8643 ,China,1583040409.0,1583040409,113.5868,22.4423,3070.86,False,153.25,207.6,-6.18,,3192.78,0162,False,0,20200301T1627
76cec5,SIA974  ,Singapore,1583040408.0,1583040408,103.8904,1.9409,4244.34,False,188.38,349.46,12.03,,4457.7,0127,False,0,20200301T1627
4b8de5,,Turkey,,1583040295,,,,False,201.02,256.53,0.0,,,,False,0,20200301T1627
49d415,DLH2FL  ,Czech Republic,1583040409.0,1583040409,17.2178,47.3789,11590.02,False,204.3,285.33,0.0,,11437.62,1000,False,0,20200301T1627
4b8de8,CAI8M   ,Turkey,1583040409.0,1583040409,20.9389,45.0444,11582.4,False,210.08,332.43,0.33,,11559.54,3240,False,0,20200301T1627
4b1a26,EZS96VL ,Switzerland,1583040409.0,1583040409,7.3011,47.5097,3634.74,False,136.69,236.67,7.48,,3566.16,6717,False,0,20200301T1627
4b1a28,EZS26JH ,Switzerland,1583040410.0,1583040410,7.5264,47.5981,,True,7.2,154.69,,,,,False,0,20200301T1627
407751,WUK8124 ,United Kingdom,1583040409.0,1583040410,5.5353,54.9716,10965.18,False,211.86,240.95,0.0,,10439.4,1405,False,0,20200301T1627
a0bf8c,UAL1883 ,United States,1583040203.0,1583040212,-115.6308,38.5352,12192.0,False,194.57,251.66,0.0,,12176.76,3104,False,0,20200301T1627
507c44,UZB603  ,Uzbekistan,1583040408.0,1583040409,45.6456,52.9695,10980.42,False,217.55,290.92,0.0,,10546.08,2040,False,0,20200301T1627
507c40,UZB12   ,Uzbekistan,1583040339.0,1583040339,66.1888,41.6105,10668.0,False,242.39,99.28,-0.33,,10744.2,0140,False,0,20200301T1627
502ce8,BTI7761 ,Latvia,1583040407.0,1583040408,25.6253,50.9957,11277.6,False,225.71,166.15,0.0,,11071.86,5220,False,0,20200301T1627
507c3f,UZB615  ,Uzbekistan,1583040409.0,1583040409,48.5613,52.1233,10965.18,False,203.84,296.37,0.0,,10576.56,,False,0,20200301T1627
507c3d,UZB52   ,Uzbekistan,1583040320.0,1583040320,66.7097,41.3731,10668.0,False,234.0,95.17,-0.33,,10744.2,0144,False,0,20200301T1627
507c3a,UZB777  ,Uzbekistan,1583040339.0,1583040339,69.1588,41.3397,2423.16,False,149.03,21.25,13.66,,2453.64,,False,0,20200301T1627
e48808,TAM3512 ,Brazil,1583040120.0,1583040214,-35.4342,-8.4767,3383.28,False,183.36,36.1,-5.53,,3558.54,,False,0,20200301T1627
a92ddf,UAL70   ,United States,1583040408.0,1583040408,4.724,52.3274,,True,8.75,132.19,,,,6256,False,0,20200301T1627
502cc7,BTI2UK  ,Latvia,1583040405.0,1583040407,24.8014,59.4149,228.6,True,0.0,5.62,,,,4613,False,0,20200301T1627
a4dd9d,O90     ,United States,1583040396.0,1583040396,-118.4139,33.9377,,True,6.17,81.56,,,,,False,0,20200301T1627
76cee6,SIA631  ,Singapore,1583040409.0,1583040409,113.1924,6.975,11887.2,False,249.3,233.39,-0.33,,12725.4,3202,False,0,20200301T1627
a98445,JBU1006 ,United States,1583040409.0,1583040409,-119.1125,33.9984,7345.68,False,204.52,313.37,9.75,,7406.64,1023,False,0,20200301T1627
76cee9,SIA306  ,Singapore,1583040409.0,1583040409,15.6148,53.7977,10972.8,False,219.23,261.09,0.0,,10591.8,6257,False,0,20200301T1627
4b1a3d,EZS81TV ,Switzerland,1583040408.0,1583040409,5.854,45.1328,9235.44,False,193.85,192.41,8.13,,9144.0,5701,False,0,20200301T1627
7c4e30,PCF532  ,Australia,1583040409.0,1583040409,153.0801,-27.4698,457.2,False,65.8,26.97,-3.58,,464.82,7442,False,0,20200301T1627
a45956,N38EA   ,United States,1583040356.0,1583040356,-98.5217,29.571,472.44,False,38.4,129.02,-2.6,,487.68,2650,False,0,20200301T1627
43be83,ABG7573 ,United Kingdom,1583040409.0,1583040409,32.514,58.6183,9753.6,False,212.58,296.75,0.0,,9380.22,2751,False,0,20200301T1627
3c4826,EWG3598 ,Germany,1583040409.0,1583040410,6.091,46.308,11277.6,False,211.44,189.81,0.0,,10317.48,1106,False,0,20200301T1627
424279,SDM6323 ,United Kingdom,1583040410.0,1583040410,28.242,59.4825,10485.12,False,202.27,250.23,6.5,,10020.3,5710,False,0,20200301T1627
76cef4,SIA321  ,Singapore,1583040409.0,1583040409,74.1505,26.5753,10668.0,False,300.46,118.76,0.0,,10995.66,5234,False,0,20200301T1627
a4460e,UAL2761 ,United States,1583040228.0,1583040234,-95.2671,29.9777,152.4,False,66.88,270.44,-3.25,,274.32,1515,False,0,20200301T1627
76cef5,SIA336  ,Singapore,1583040410.0,1583040410,5.4404,49.6038,10241.28,False,211.6,265.4,-9.75,,9928.86,3263,False,0,20200301T1627
