icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timeStamp
3c4048,FMG     ,Germany,1583040409.0,1583040409,13.5244,52.3823,,True,3.09,337.5,,,,,False,0,20200301T1627
ac96b8,AAL649  ,United States,1583040152.0,1583040409,-100.1541,32.5169,7924.8,False,193.11,265.11,0.0,,8092.44,2332,False,0,20200301T1627
7c6b2f,JST753  ,Australia,1583040409.0,1583040410,150.3128,-36.1574,10370.82,False,232.31,198.19,-0.33,,10866.12,1063,False,0,20200301T1627
aa9321,UAL5    ,United States,1583040246.0,1583040324,-68.4989,42.9499,11277.6,False,273.1,60.05,0.0,,10866.12,7317,False,0,20200301T1627
88044e,AIQ3073 ,Thailand,1583040409.0,1583040409,100.2822,13.4353,11582.4,False,237.27,358.26,0.0,,12352.02,4476,False,0,20200301T1627
880456,AIQ175  ,Thailand,1583040409.0,1583040409,79.3255,6.7382,9753.6,False,233.38,248.13,0.0,,10462.26,6137,False,0,20200301T1627
4b1804,SWR152A ,Switzerland,1583040404.0,1583040409,8.5599,47.4515,,True,0.0,185.62,,,,2000,False,0,20200301T1627
4b1806,SWR965  ,Switzerland,1583040385.0,1583040405,8.5628,47.4425,495.3,True,0.0,64.69,,,,2000,False,0,20200301T1627
aa56d5,UAL460  ,United States,1583040408.0,1583040408,-122.881,49.1679,845.82,False,86.73,287.25,-0.33,,876.3,3744,False,0,20200301T1627
c822bb,SDA806  ,New Zealand,1583040409.0,1583040409,175.0718,-40.5818,5181.6,False,125.92,17.84,0.0,,5501.64,5032,False,0,20200301T1627
318d2f,,Italy,1583040401.0,1583040406,-118.432,33.9416,,True,0.0,0.0,-0.33,,,,False,0,20200301T1627
7c48fc,OPA     ,Australia,1583040409.0,1583040409,150.8341,-33.9698,563.88,False,50.86,51.16,-1.63,,556.26,7257,False,0,20200301T1627
7c6b31,JST796  ,Australia,1583040409.0,1583040409,152.2473,-29.6808,10675.62,False,241.68,41.29,0.0,,11239.5,1313,False,0,20200301T1627
318d30,,Italy,1583040406.0,1583040406,-118.4055,33.9387,,True,0.0,0.0,-0.33,,,,False,0,20200301T1627
7c6b39,JST224  ,Australia,1583040410.0,1583040410,151.3259,-34.1736,1112.52,False,129.02,263.13,-1.95,,1150.62,0204,False,0,20200301T1627
880441,AIQ510  ,Thailand,1583040294.0,1583040386,101.0835,11.8445,10668.0,False,235.11,180.38,0.0,,11376.66,0702,False,0,20200301T1627
7c6b35,JST946  ,Australia,1583040408.0,1583040409,150.472,-32.5678,8328.66,False,239.06,346.05,7.15,,8778.24,1335,False,0,20200301T1627
880446,AIQ460  ,Thailand,1583040410.0,1583040410,100.8555,5.3764,8694.42,False,234.55,163.43,8.78,,9296.4,6160,False,0,20200301T1627
a5f875,N484LF  ,United States,1583040395.0,1583040395,-76.2846,40.7009,541.02,False,51.49,92.29,-3.9,,541.02,,False,0,20200301T1627
7c6b0e,JST607  ,Australia,1583040409.0,1583040409,146.8498,-36.8095,10980.42,False,222.15,236.24,0.0,,11475.72,4040,False,0,20200301T1627
7c6b0b,JST415  ,Australia,1583040409.0,1583040409,151.0896,-33.4705,3162.3,False,210.94,171.02,-9.1,,3322.32,1203,False,0,20200301T1627
c01aa7,ACA470  ,Canada,1583040208.0,1583040339,-79.6173,43.6814,,True,0.0,171.56,,,,,False,0,20200301T1627
7c6b28,JST262  ,Australia,1583040326.0,1583040396,174.7266,-37.0285,-76.2,True,66.38,71.0,-2.93,,,5004,False,0,20200301T1627
4952c1,TAP1943 ,Portugal,1583040409.0,1583040409,-8.8921,40.3502,7620.0,False,194.62,191.28,0.0,,7719.06,4401,False,0,20200301T1627
4952c2,TAP837  ,Portugal,1583040409.0,1583040409,12.191,41.7645,922.02,False,104.17,200.22,12.03,,944.88,1271,False,0,20200301T1627
4952c3,TAP551H ,Portugal,1583040409.0,1583040409,10.8363,48.155,8382.0,False,173.89,249.21,8.78,,8214.36,6651,False,0,20200301T1627
8a02cb,AWQ264  ,Indonesia,1583040408.0,1583040408,104.0588,0.2289,5753.1,False,175.55,349.02,-10.08,,6217.92,7135,False,0,20200301T1627
7c6b18,JST291  ,Australia,1583040409.0,1583040409,174.0959,-42.2097,7315.2,False,220.18,214.43,1.3,,7711.44,5036,False,0,20200301T1627
7c6b13,JST270  ,Australia,1583040409.0,1583040409,174.7035,-37.0349,266.7,False,71.26,71.04,-4.55,,381.0,5671,False,0,20200301T1627
4952ad,TAP286  ,Portugal,1583040193.0,1583040195,-9.1269,38.7983,129.54,False,67.08,203.03,-4.23,,220.98,4232,False,0,20200301T1627
7c6b12,JST438  ,Australia,1583040408.0,1583040408,150.74,-31.3681,11277.6,False,243.36,38.74,-0.33,,11856.72,1563,False,0,20200301T1627
4b180a,SWR48X  ,Switzerland,1583040410.0,1583040410,6.0747,46.2154,1158.24,False,62.64,227.66,12.68,,1097.28,5776,False,0,20200301T1627
3c6667,DLH4CF  ,Germany,1583040409.0,1583040409,23.5262,38.3665,5722.62,False,187.38,307.75,7.48,,5829.3,2004,False,0,20200301T1627
8a02d2,AWQ128  ,Indonesia,1583040409.0,1583040409,101.2643,2.9617,4930.14,False,186.12,109.04,-9.1,,5265.42,6747,False,0,20200301T1627
4952b0,TAP208  ,Portugal,1583040361.0,1583040376,-68.2028,41.0371,11887.2,False,278.01,84.58,-0.33,,11590.02,3361,False,0,20200301T1627
c822ed,NZM776  ,New Zealand,1583040410.0,1583040410,172.5806,-43.4466,525.78,False,64.62,40.16,8.45,,609.6,5051,False,0,20200301T1627
c822ec,NZM856  ,New Zealand,1583040409.0,1583040409,172.5333,-43.4897,,True,2.83,309.38,,,,,False,0,20200301T1627
3c664f,DLH1451 ,Germany,1583040409.0,1583040409,30.8519,54.5038,10355.58,False,207.84,269.86,0.33,,10058.4,5136,False,0,20200301T1627
4952a8,TAP236  ,Portugal,1583040409.0,1583040409,-78.3579,42.4284,11887.2,False,268.84,97.59,0.0,,11567.16,3262,False,0,20200301T1627
3c6678,DLH68H  ,Germany,1583040409.0,1583040409,-3.2806,40.2839,3436.62,False,173.51,64.73,13.0,,3413.76,1444,False,0,20200301T1627
ac7cdf,N9031U  ,United States,1583040409.0,1583040410,-117.309,33.2345,2103.12,False,62.58,279.46,-1.63,,2103.12,4761,False,0,20200301T1627
00b207,SAA264  ,South Africa,1583040409.0,1583040409,11.5017,47.8858,4122.42,False,204.13,25.21,-8.45,,4069.08,1000,False,0,20200301T1627
abb3be,DAL54   ,United States,1583040409.0,1583040409,-65.7119,32.3657,10363.2,False,306.97,92.79,0.0,,10492.74,,False,0,20200301T1627
3c666c,DLH691  ,Germany,1583040409.0,1583040409,27.0857,38.177,10363.2,False,214.21,336.21,0.0,,10454.64,7266,False,0,20200301T1627
aaf67e,N805XA  ,United States,1583040203.0,1583040205,49.7381,26.7017,1295.4,False,118.51,163.61,-7.48,,1318.26,,False,0,20200301T1627
ad563d,HWA2059 ,United States,1583040409.0,1583040409,-97.5728,34.3884,7620.0,False,211.44,180.28,0.0,,7703.82,5171,False,0,20200301T1627
a963f7,FFT293  ,United States,1583040409.0,1583040409,-89.821,33.0586,10363.2,False,211.58,301.68,-0.33,,10477.5,,False,0,20200301T1627
471efb,WZZ1B   ,Hungary,1583040409.0,1583040409,20.9131,52.1813,845.82,False,70.21,294.69,8.45,,762.0,5235,False,0,20200301T1627
471eff,WZZ25   ,Hungary,1583040409.0,1583040409,15.299,49.2127,10401.3,False,220.52,327.87,7.15,,10210.8,1000,False,0,20200301T1627
471efc,WZZ4XE  ,Hungary,1583040405.0,1583040410,18.4626,54.3819,,True,1.29,39.38,,,,3444,False,0,20200301T1627
7c6b3b,JST240  ,Australia,1583040409.0,1583040409,174.0987,-40.3468,11292.84,False,232.24,20.08,0.33,,11856.72,5016,False,0,20200301T1627
a88072,NKS185  ,United States,1583040409.0,1583040409,-110.2574,36.4509,10363.2,False,189.34,248.31,0.0,,10424.16,5777,False,0,20200301T1627
adda1e,AAL2674 ,United States,1583040409.0,1583040410,-105.9283,34.7224,10972.8,False,183.67,276.11,0.0,,11117.58,7474,False,0,20200301T1627
a94b50,UAL1842 ,United States,1583040409.0,1583040409,-116.7737,34.0561,7383.78,False,188.5,263.42,-11.05,,7467.6,2545,False,0,20200301T1627
ae1452,TREK918 ,United States,1583040409.0,1583040410,77.6005,26.4997,5509.26,False,216.05,25.83,-2.6,,5676.9,4435,False,0,20200301T1627
3c65a9,DLH772  ,Germany,1583040407.0,1583040407,88.8414,22.4167,11887.2,False,286.93,125.51,0.0,,12336.78,0561,False,0,20200301T1627
a94b4b,UAL2352 ,United States,1583040179.0,1583040235,-115.1383,36.0847,662.94,False,30.4,336.04,0.33,,,1644,False,0,20200301T1627
4b187b,SWR147  ,Switzerland,1583040408.0,1583040409,8.5529,47.462,,True,1.54,182.81,,,,3225,False,0,20200301T1627
471ee0,WZZ1568 ,Hungary,1583040409.0,1583040409,21.1544,51.9667,1264.92,False,103.8,287.9,0.0,,1196.34,6501,False,0,20200301T1627
471ee1,WZZ884  ,Hungary,1583040409.0,1583040409,19.3504,47.3194,2689.86,False,138.02,285.12,13.0,,2659.38,4217,False,0,20200301T1627
4b187f,SWR67R  ,Switzerland,1583040410.0,1583040410,6.0344,47.9339,10965.18,False,259.63,106.46,-2.6,,10736.58,0505,False,0,20200301T1627
4bb5d6,,Turkey,,1583040161,,,,False,244.8,66.99,0.33,,,,False,0,20200301T1627
471ee2,WZZ23   ,Hungary,1583040410.0,1583040410,20.164,44.5673,3550.92,False,161.05,209.68,8.45,,3573.78,7343,False,0,20200301T1627
c02251,ACA1040 ,Canada,1583040409.0,1583040409,-82.5227,43.4468,9448.8,False,218.7,82.02,0.0,,9182.1,1445,False,0,20200301T1627
8a0419,AWQ251  ,Indonesia,1583040409.0,1583040409,100.824,13.0545,6705.6,False,212.33,155.98,7.48,,7117.08,0731,False,0,20200301T1627
4b1885,SWR257  ,Switzerland,1583040409.0,1583040409,25.1913,38.9158,12192.0,False,225.48,319.44,-0.33,,12298.68,7267,False,0,20200301T1627
4b1886,SWR243  ,Switzerland,1583040409.0,1583040409,9.148,47.4306,3048.0,False,134.32,240.39,-0.33,,2994.66,1000,False,0,20200301T1627
3c65c1,DLH1267 ,Germany,1583040409.0,1583040410,14.1018,47.716,9997.44,False,207.12,308.75,8.78,,9890.76,1000,False,0,20200301T1627
3455d6,VOE2434 ,Spain,1583040409.0,1583040409,-1.2804,43.5678,10050.78,False,198.1,200.36,0.65,,9936.48,2304,False,0,20200301T1627
c0224f,ACA271  ,Canada,1583040409.0,1583040409,-86.0684,46.4274,10972.8,False,196.22,299.19,0.0,,10683.24,6361,False,0,20200301T1627
4b1881,SWR17P  ,Switzerland,1583040409.0,1583040410,-2.046,49.3046,11887.2,False,268.37,101.61,0.0,,11574.78,2276,False,0,20200301T1627
71035e,FSL71   ,Saudi Arabia,1583040409.0,1583040409,46.95,23.7737,5044.44,False,115.42,168.69,-0.65,,5280.66,3021,False,0,20200301T1627
a94b2b,UAL262  ,United States,1583040409.0,1583040409,-115.7752,47.4648,10972.8,False,214.13,275.93,0.0,,10584.18,6510,False,0,20200301T1627
3c5ee4,EWG82B  ,Germany,1583040408.0,1583040408,6.7788,51.2902,,True,13.38,53.44,,,,4113,False,0,20200301T1627
a6eb85,N545LM  ,United States,1583040409.0,1583040409,-150.1914,61.2486,723.9,False,90.0,188.55,-0.98,,571.5,5133,False,0,20200301T1627
accd87,FDX9153 ,United States,1583040223.0,1583040224,134.1054,34.6958,4419.6,False,206.05,172.4,-5.2,,4495.8,6056,False,0,20200301T1627
3c65d5,DLH1YY  ,Germany,1583040410.0,1583040410,17.5022,47.5051,10317.48,False,198.09,282.45,4.23,,10218.42,1000,False,0,20200301T1627
e80242,LPE2469 ,Chile,1583040409.0,1583040409,-115.631,31.2247,9456.42,False,256.96,139.71,0.0,,9715.5,2025,False,0,20200301T1627
710367,FSL64   ,Saudi Arabia,1583040409.0,1583040409,46.9873,24.2736,2255.52,False,125.91,58.19,0.33,,2339.34,3036,False,0,20200301T1627
c07bc7,WJA594  ,Canada,1583040410.0,1583040410,-74.8442,45.0281,6484.62,False,169.99,60.64,-8.13,,6118.86,0526,False,0,20200301T1627
710307,,Saudi Arabia,1583040402.0,1583040402,46.7291,24.7257,,True,10.8,8.44,,,,,False,0,20200301T1627
471ea5,WZZ8KG  ,Hungary,1583040409.0,1583040409,15.5363,51.1833,7604.76,False,185.58,273.66,8.78,,7399.02,0516,False,0,20200301T1627
471ea8,WZZ3NF  ,Hungary,1583040410.0,1583040410,13.6743,45.3154,10972.8,False,188.33,263.88,-0.33,,10942.32,5232,False,0,20200301T1627
471ea6,WZZ4SK  ,Hungary,1583040410.0,1583040410,14.1893,49.9305,10370.82,False,203.9,283.12,0.33,,10149.84,5415,False,0,20200301T1627
471ea7,WZZ1454 ,Hungary,1583040409.0,1583040409,15.6564,48.1656,10972.8,False,195.43,287.15,-0.33,,10835.64,5421,False,0,20200301T1627
7c6b07,JST913  ,Australia,1583040409.0,1583040409,151.0981,-34.1584,1287.78,False,120.58,167.68,-0.65,,1325.88,1164,False,0,20200301T1627
0d0aa7,AIJ2982 ,Mexico,1583040408.0,1583040408,-92.441,35.9092,10660.38,False,242.46,22.32,0.0,,10706.1,5042,False,0,20200301T1627
847c18,JJP204  ,Japan,1583040370.0,1583040377,136.7884,34.5136,10035.54,False,260.11,87.17,5.53,,10149.84,3354,False,0,20200301T1627
aaef10,N803XA  ,United States,1583040120.0,1583040122,49.0335,27.1235,6377.94,False,204.02,342.39,-0.65,,7574.28,4332,False,0,20200301T1627
a94b29,UAL651  ,United States,1583040409.0,1583040410,-112.9293,35.3487,9753.6,False,195.0,239.92,-0.33,,9814.56,5050,False,0,20200301T1627
318bcb,,Italy,1583040406.0,1583040406,-118.4039,33.9388,,True,0.0,0.0,-0.33,,,,False,0,20200301T1627
71031b,FSL93   ,Saudi Arabia,1583040409.0,1583040409,46.7544,24.4908,1516.38,False,136.12,171.96,0.33,,1546.86,3030,False,0,20200301T1627
71031a,FSL60   ,Saudi Arabia,1583040409.0,1583040409,46.9026,24.4206,1188.72,False,151.58,41.7,-2.6,,1211.58,3003,False,0,20200301T1627
ab1628,SCX548  ,United States,1583040410.0,1583040410,-94.5294,42.2246,11277.6,False,248.31,41.05,0.0,,11186.16,2150,False,0,20200301T1627
71031e,FSL69   ,Saudi Arabia,1583040407.0,1583040408,46.7101,24.7513,1005.84,False,79.51,293.25,6.18,,1021.08,3007,False,0,20200301T1627
abd9b6,SWA2992 ,United States,1583040358.0,1583040363,-111.9964,33.4328,342.9,True,4.63,275.62,,,,1075,False,0,20200301T1627
4cc2a2,TVC670  ,Iceland,1583040138.0,1583040138,-35.462,-6.4034,11887.2,False,251.62,23.37,0.33,,12580.62,2110,False,0,20200301T1627
c0223e,ACA1119 ,Canada,1583040408.0,1583040408,-97.0897,48.8582,10972.8,False,208.08,298.34,0.33,,10660.38,,False,0,20200301T1627
a8321a,ASA1146 ,United States,1583040410.0,1583040410,-98.2619,30.6354,3131.82,False,170.41,130.47,-3.58,,3246.12,3576,False,0,20200301T1627
a234c0,ASH5837 ,United States,1583040409.0,1583040409,-117.36,34.8141,10972.8,False,187.86,290.52,0.65,,11071.86,6710,False,0,20200301T1627
710315,FSL85   ,Saudi Arabia,1583040408.0,1583040409,46.7584,24.4546,1531.62,False,136.05,172.18,-0.33,,1577.34,3041,False,0,20200301T1627
710319,FSL73   ,Saudi Arabia,1583040409.0,1583040409,46.9247,24.3439,1844.04,False,123.19,101.08,0.98,,1897.38,3023,False,0,20200301T1627
aa8c49,N779US  ,United States,1583040409.0,1583040409,-111.8541,40.3669,2263.14,False,44.14,158.82,-6.83,,2217.42,1200,False,0,20200301T1627
aa9f76,AVA097  ,United States,1583040409.0,1583040410,-76.7789,-6.4871,11879.58,False,250.69,198.55,-0.33,,12679.68,2333,False,0,20200301T1627
aa931d,UAL932  ,United States,1583040408.0,1583040408,-61.0782,44.7573,10668.0,False,292.34,71.53,0.0,,10271.76,,False,0,20200301T1627
a7d70e,TEST01  ,United States,1583040387.0,1583040387,-115.7506,34.2057,6096.0,False,174.6,239.35,0.0,,6164.58,4770,False,0,20200301T1627
800daa,IGO047  ,India,1583040303.0,1583040303,55.6717,25.2423,601.98,False,90.87,300.63,0.0,,594.36,4056,False,0,20200301T1627
aa441c,UAL20   ,United States,1583040409.0,1583040409,-13.5975,53.9712,11277.6,False,272.42,92.6,0.0,,10782.3,6253,False,0,20200301T1627
a1515b,AAL2044 ,United States,1583040409.0,1583040409,-118.37,33.9553,182.88,False,79.31,262.92,-4.23,,182.88,1150,False,0,20200301T1627
800db9,IGO854  ,India,1583040407.0,1583040408,77.0079,28.8278,2743.2,False,127.08,270.7,0.33,,2796.54,2630,False,0,20200301T1627
318cb4,,Italy,1583040197.0,1583040197,-118.4065,33.9385,,True,0.0,261.56,,,,,False,0,20200301T1627
4248db,SBI2610 ,United Kingdom,1583040410.0,1583040410,38.9693,55.8802,5372.1,False,153.04,248.09,-6.83,,5151.12,5573,False,0,20200301T1627
7c1c54,VOZ1154 ,Australia,1583040408.0,1583040409,151.0341,-31.7813,4572.0,False,127.14,166.19,0.0,,4785.36,,False,0,20200301T1627
885225,THA936  ,Thailand,1583040410.0,1583040410,17.0598,47.9387,2019.3,False,131.01,298.88,-6.5,,1996.44,2360,False,0,20200301T1627
7c7cc3,HM2     ,Australia,1583040409.0,1583040410,145.0898,-37.8745,533.4,False,62.35,296.99,0.33,,487.68,0042,False,0,20200301T1627
c0481d,ACA7081 ,Canada,1583040409.0,1583040409,-86.8509,34.0526,10972.8,False,214.18,326.96,0.0,,11056.62,7462,False,0,20200301T1627
4a09b0,BLA4AZ  ,Romania,1583040409.0,1583040410,20.9376,48.4246,10965.18,False,205.28,295.22,0.0,,10767.06,5406,False,0,20200301T1627
c0481b,ROU1860 ,Canada,1583039845.0,1583040409,-113.0014,38.8936,11277.6,False,207.55,196.41,-5.2,,11247.12,1751,False,0,20200301T1627
c0481c,ROU1857 ,Canada,1583040409.0,1583040409,-110.2147,38.4057,10965.18,False,206.62,240.63,0.0,,10934.7,1004,False,0,20200301T1627
4a09ae,BLA8RR  ,Romania,1583040195.0,1583040246,19.2047,43.7024,11582.4,False,198.03,255.1,0.33,,11559.54,6011,False,0,20200301T1627
c8244b,NZM105  ,New Zealand,1583040409.0,1583040409,174.9955,-37.2877,2545.08,False,101.29,155.39,3.9,,2727.96,5022,False,0,20200301T1627
c8244c,NZM757  ,New Zealand,1583040410.0,1583040410,171.7878,-44.2884,4876.8,False,131.0,212.82,0.0,,5128.26,5026,False,0,20200301T1627
4a09aa,BLA141  ,Romania,1583040388.0,1583040408,23.6543,46.2801,11582.4,False,201.38,310.65,0.0,,11460.48,5420,False,0,20200301T1627
ab5d52,DAL142  ,United States,1583040409.0,1583040409,-4.7554,54.9049,11887.2,False,259.84,112.1,-0.65,,11391.9,6340,False,0,20200301T1627
a0f4f6,DAL56   ,United States,1583040409.0,1583040409,-2.1963,53.7432,11285.22,False,249.72,118.15,-0.33,,10789.92,6331,False,0,20200301T1627
800da2,SEJ8152 ,India,1583040409.0,1583040409,80.1755,27.0867,11277.6,False,272.68,107.68,0.0,,11544.3,0546,False,0,20200301T1627
ab14d9,DAL2857 ,United States,1583040409.0,1583040409,-117.4077,38.1468,10363.2,False,194.57,257.32,0.0,,,2540,False,0,20200301T1627
4008f7,VIR76X  ,United Kingdom,1583040410.0,1583040410,-7.3495,52.2889,11277.6,False,268.36,42.44,0.0,,10797.54,5433,False,0,20200301T1627
a42750,HPJ367  ,United States,1583040409.0,1583040409,-87.415,40.2778,9273.54,False,261.8,159.29,9.75,,9227.82,1140,False,0,20200301T1627
a3ed91,AAL2190 ,United States,1583040103.0,1583040181,-94.3994,32.1715,10073.64,False,280.84,120.37,4.23,,10264.14,2344,False,0,20200301T1627
5110d4,IBK514  ,Estonia,1583040409.0,1583040409,24.1452,59.7389,6080.76,False,169.34,207.11,8.45,,5768.34,4547,False,0,20200301T1627
a88d10,DAL8931 ,United States,1583040408.0,1583040408,-90.1129,34.3228,6987.54,False,221.4,186.0,10.4,,7071.36,1655,False,0,20200301T1627
800db4,VTI825  ,India,1583040409.0,1583040409,76.5843,15.3991,11277.6,False,247.56,123.13,0.0,,11948.16,0312,False,0,20200301T1627
800db3,IAD712  ,India,1583040409.0,1583040409,76.965,28.5686,762.0,False,84.6,103.36,-4.88,,800.1,2724,False,0,20200301T1627
5110d6,MYX585  ,Estonia,1583040409.0,1583040409,24.9525,58.9818,4549.14,False,154.55,176.95,11.38,,4274.82,5216,False,0,20200301T1627
758328,CEB966  ,Philippines,1583040409.0,1583040409,120.9836,14.4889,137.16,False,68.16,61.11,-3.25,,182.88,4067,False,0,20200301T1627
c81d9d,ANZ559  ,New Zealand,1583040409.0,1583040409,172.49,-43.5248,182.88,False,68.4,46.22,-3.58,,289.56,5704,False,0,20200301T1627
861e78,JAL261  ,Japan,1583040409.0,1583040409,134.6933,34.9919,10363.2,False,191.51,257.91,0.0,,10485.12,2376,False,0,20200301T1627
471f8b,WZZ97   ,Hungary,1583040408.0,1583040409,19.9656,47.2552,10965.18,False,222.77,352.17,0.0,,10881.36,1146,False,0,20200301T1627
471f8c,WZZ9YX  ,Hungary,1583040409.0,1583040409,20.0723,46.7804,10980.42,False,202.11,294.67,0.0,,10927.08,1000,False,0,20200301T1627
471f8a,WZZ6439 ,Hungary,1583040409.0,1583040409,20.9241,48.9039,11590.02,False,214.56,318.01,0.0,,11445.24,2366,False,0,20200301T1627
471f8f,WZZ2465 ,Hungary,1583040410.0,1583040410,19.7983,48.0257,6507.48,False,212.87,16.86,8.45,,6477.0,4225,False,0,20200301T1627
471f8e,WZZ4065 ,Hungary,1583040409.0,1583040409,15.3734,49.619,10965.18,False,200.17,297.22,0.0,,10767.06,4237,False,0,20200301T1627
ac2dea,AAL2315 ,United States,1583040409.0,1583040410,-106.8957,38.1881,10180.32,False,253.5,49.2,-4.23,,10203.18,0751,False,0,20200301T1627
8a044d,GIA149  ,Indonesia,1583040407.0,1583040408,101.7055,-1.4758,10058.4,False,228.06,115.24,0.0,,10751.82,6220,False,0,20200301T1627
758336,PAL658  ,Philippines,1583040409.0,1583040409,118.5599,14.3292,8610.6,False,232.75,265.44,2.28,,9212.58,2735,False,0,20200301T1627
86cec5,SNJ35   ,Japan,1583040248.0,1583040248,130.1787,33.2972,3322.32,False,145.16,177.97,-1.3,,3383.28,2214,False,0,20200301T1627
75831c,PAL431  ,Philippines,1583040409.0,1583040409,120.8537,14.4169,762.0,False,94.56,63.85,-0.98,,838.2,3601,False,0,20200301T1627
a94b72,UAL1837 ,United States,1583040409.0,1583040409,-93.914,33.11,11582.4,False,218.81,230.25,0.33,,11788.14,1502,False,0,20200301T1627
471f89,WZZ1277 ,Hungary,1583040409.0,1583040409,19.0383,50.4766,815.34,False,78.28,272.64,17.56,,701.04,1146,False,0,20200301T1627
861e92,ADO25   ,Japan,1583040131.0,1583040208,139.88,36.1086,7162.8,False,219.98,9.29,13.66,,6050.28,2465,False,0,20200301T1627
471f86,WZZ2PL  ,Hungary,1583040409.0,1583040410,18.7621,48.4288,11582.4,False,204.29,293.92,0.0,,11445.24,1000,False,0,20200301T1627
471f6f,WZZ629  ,Hungary,1583040409.0,1583040409,18.3699,46.251,10972.8,False,204.0,309.27,0.0,,10904.22,5223,False,0,20200301T1627
c04829,ROU1665 ,Canada,1583040409.0,1583040409,-80.6308,35.2608,10668.0,False,214.55,7.99,0.33,,10599.42,7470,False,0,20200301T1627
471f6d,WZZ871  ,Hungary,1583040409.0,1583040410,21.2996,47.1291,10363.2,False,203.41,307.19,0.0,,10287.0,1000,False,0,20200301T1627
495303,TAP1604 ,Portugal,1583040410.0,1583040410,23.7717,36.871,10980.42,False,206.46,294.9,0.0,,11132.82,7260,False,0,20200301T1627
471f6b,WZZ803  ,Hungary,1583040410.0,1583040410,18.9969,52.0088,9753.6,False,218.35,355.27,0.0,,9502.14,1331,False,0,20200301T1627
471f6c,WZZ9BU  ,Hungary,1583040409.0,1583040409,18.3076,50.1707,7437.12,False,194.18,276.54,6.18,,7307.58,5223,False,0,20200301T1627
4248e6,SDM6231 ,United Kingdom,1583040409.0,1583040409,35.3645,57.5078,11285.22,False,240.46,134.39,0.0,,10820.4,0745,False,0,20200301T1627
4248e5,SDM6355 ,United Kingdom,1583040409.0,1583040409,38.1171,54.3893,11269.98,False,261.6,153.99,0.0,,10881.36,0741,False,0,20200301T1627
471f93,WZZ6293 ,Hungary,1583040409.0,1583040409,21.7921,50.1709,7482.84,False,182.2,268.22,-10.08,,7406.64,4516,False,0,20200301T1627
471f91,WZZ4XU  ,Hungary,1583040405.0,1583040407,21.0849,46.5034,11574.78,False,205.09,260.33,0.0,,11490.96,7341,False,0,20200301T1627
471f92,WZZ6113 ,Hungary,1583040409.0,1583040409,20.8268,51.6337,10980.42,False,204.01,278.7,-0.33,,10744.2,6502,False,0,20200301T1627
471f90,WZZ8DM  ,Hungary,1583040409.0,1583040409,18.1299,54.3509,2773.68,False,142.02,251.63,16.58,,2583.18,3713,False,0,20200301T1627
471f7b,WZZ911  ,Hungary,1583040409.0,1583040409,16.4876,47.7672,4251.96,False,172.36,167.42,10.73,,4213.86,7102,False,0,20200301T1627
ac712d,SWA3849 ,United States,1583040409.0,1583040410,-119.2045,37.8453,9144.0,False,191.93,261.52,0.0,,9052.56,1474,False,0,20200301T1627
c04810,ACA7037 ,Canada,1583040409.0,1583040409,-79.7597,43.6141,1729.74,False,130.08,231.91,16.58,,1623.06,0570,False,0,20200301T1627
471f7c,WZZ9TK  ,Hungary,1583040408.0,1583040409,15.4384,42.4434,11285.22,False,206.5,256.31,0.0,,11369.04,7354,False,0,20200301T1627
471f7d,WZZ4RV  ,Hungary,1583040409.0,1583040409,16.5599,43.1569,10972.8,False,203.31,253.54,-0.33,,11041.38,7344,False,0,20200301T1627
471f68,WZZ1TC  ,Hungary,1583040407.0,1583040408,16.5582,48.1147,236.22,False,79.61,296.07,4.23,,228.6,5142,False,0,20200301T1627
471f69,WZZ4375 ,Hungary,1583040406.0,1583040409,16.1066,37.8363,4686.3,False,161.95,217.12,-6.83,,4838.7,4146,False,0,20200301T1627
471f66,WZZ6EZ  ,Hungary,1583040409.0,1583040409,23.6878,45.5739,10363.2,False,205.69,297.08,-0.33,,10325.1,5415,False,0,20200301T1627
471f67,WZZ479  ,Hungary,1583040409.0,1583040409,19.3411,49.3839,6233.16,False,200.04,157.79,7.15,,6149.34,1330,False,0,20200301T1627
7c6a8d,VOZ854  ,Australia,1583040409.0,1583040409,148.3321,-35.9933,11574.78,False,208.62,235.45,0.0,,12085.32,7233,False,0,20200301T1627
3c6748,DLH2557 ,Germany,1583040409.0,1583040410,14.1979,47.9246,7620.0,False,167.88,281.31,-5.2,,7559.04,4501,False,0,20200301T1627
3c6747,DLH2EJ  ,Germany,1583040409.0,1583040410,17.4516,54.4103,11574.78,False,203.61,213.77,0.0,,11193.78,4530,False,0,20200301T1627
a51a9d,MSQT938 ,United States,1583040409.0,1583040409,-111.8333,32.9121,1371.6,False,46.04,251.77,2.28,,1356.36,0533,False,0,20200301T1627
8a03b1,CTV9912 ,Indonesia,1583040390.0,1583040409,102.0314,-0.5581,10972.8,False,239.42,321.46,0.0,,11734.8,2570,False,0,20200301T1627
471f61,WZZ6427 ,Hungary,1583040409.0,1583040409,30.8642,42.5729,10972.8,False,210.2,275.05,0.0,,10919.46,4133,False,0,20200301T1627
